,job_title,job_category,salary,experience_level,employment_type,work_setting,company_size
0,Data Architect,Data Architecture and Modeling,186000,Senior,Full-time,In-person,M
1,Data Architect,Data Architecture and Modeling,81800,Senior,Full-time,In-person,M
2,Data Scientist,Data Science and Research,212000,Senior,Full-time,In-person,M
3,Data Scientist,Data Science and Research,93300,Senior,Full-time,In-person,M
4,Data Scientist,Data Science and Research,130000,Senior,Full-time,Remote,M
5,Data Scientist,Data Science and Research,100000,Senior,Full-time,Remote,M
6,Machine Learning Researcher,Machine Learning and AI,224400,Mid-level,Full-time,In-person,M
7,Machine Learning Researcher,Machine Learning and AI,138700,Mid-level,Full-time,In-person,M
8,Data Engineer,Data Engineering,210000,Executive,Full-time,Remote,M
9,Data Engineer,Data Engineering,168000,Executive,Full-time,Remote,M
10,Machine Learning Engineer,Machine Learning and AI,224400,Senior,Full-time,In-person,M
11,Machine Learning Engineer,Machine Learning and AI,138700,Senior,Full-time,In-person,M
12,Data Analyst,Data Analysis,95000,Entry-level,Full-time,In-person,M
13,Data Analyst,Data Analysis,75000,Entry-level,Full-time,In-person,M
14,Data Scientist,Data Science and Research,300000,Senior,Full-time,In-person,M
15,Data Scientist,Data Science and Research,234000,Senior,Full-time,In-person,M
16,Analytics Engineer,Leadership and Management,140000,Mid-level,Full-time,In-person,M
17,Analytics Engineer,Leadership and Management,120000,Mid-level,Full-time,In-person,M
18,Machine Learning Engineer,Machine Learning and AI,204500,Mid-level,Full-time,In-person,M
19,Machine Learning Engineer,Machine Learning and AI,142200,Mid-level,Full-time,In-person,M
20,Data Analyst,Data Analysis,155000,Mid-level,Full-time,In-person,M
21,Data Analyst,Data Analysis,110000,Mid-level,Full-time,In-person,M
22,Machine Learning Engineer,Machine Learning and AI,266500,Senior,Full-time,In-person,M
23,Machine Learning Engineer,Machine Learning and AI,152000,Senior,Full-time,In-person,M
24,Applied Scientist,Data Science and Research,222200,Mid-level,Full-time,In-person,L
25,Applied Scientist,Data Science and Research,136000,Mid-level,Full-time,In-person,L
26,Machine Learning Engineer,Machine Learning and AI,273400,Senior,Full-time,In-person,M
27,Machine Learning Engineer,Machine Learning and AI,182200,Senior,Full-time,In-person,M
28,BI Developer,BI and Visualization,167500,Senior,Full-time,In-person,M
29,BI Developer,BI and Visualization,106500,Senior,Full-time,In-person,M
30,Data Engineer,Data Engineering,185900,Senior,Full-time,In-person,M
31,Data Engineer,Data Engineering,129300,Senior,Full-time,In-person,M
32,Business Intelligence Engineer,BI and Visualization,185000,Mid-level,Full-time,In-person,L
33,Business Intelligence Engineer,BI and Visualization,79600,Mid-level,Full-time,In-person,L
34,Data Engineer,Data Engineering,122000,Senior,Full-time,In-person,M
35,Data Engineer,Data Engineering,94500,Senior,Full-time,In-person,M
36,Data Engineer,Data Engineering,247300,Senior,Full-time,In-person,M
37,Data Engineer,Data Engineering,139700,Senior,Full-time,In-person,M
38,Data Analyst,Data Analysis,176000,Senior,Full-time,In-person,M
39,Data Analyst,Data Analysis,100000,Senior,Full-time,In-person,M
40,Machine Learning Engineer,Machine Learning and AI,204500,Senior,Full-time,In-person,M
41,Machine Learning Engineer,Machine Learning and AI,142200,Senior,Full-time,In-person,M
42,Research Scientist,Data Science and Research,247600,Senior,Full-time,In-person,L
43,Research Scientist,Data Science and Research,127300,Senior,Full-time,In-person,L
44,Data Scientist,Data Science and Research,223400,Senior,Full-time,Remote,M
45,Data Scientist,Data Science and Research,186200,Senior,Full-time,Remote,M
46,Data Engineer,Data Engineering,167500,Senior,Full-time,In-person,M
47,Data Engineer,Data Engineering,106500,Senior,Full-time,In-person,M
48,Data Scientist,Data Science and Research,185900,Senior,Full-time,In-person,M
49,Data Scientist,Data Science and Research,129300,Senior,Full-time,In-person,M
50,Research Analyst,Data Science and Research,72000,Entry-level,Full-time,Remote,M
51,Research Analyst,Data Science and Research,64000,Entry-level,Full-time,Remote,M
52,Analytics Engineer,Leadership and Management,179820,Senior,Full-time,In-person,M
53,Analytics Engineer,Leadership and Management,143860,Senior,Full-time,In-person,M
54,Research Scientist,Data Science and Research,283050,Senior,Full-time,In-person,M
55,Research Scientist,Data Science and Research,188700,Senior,Full-time,In-person,M
56,Data Engineer,Data Engineering,133000,Mid-level,Full-time,In-person,M
57,Data Engineer,Data Engineering,58400,Mid-level,Full-time,In-person,M
58,Research Engineer,Data Science and Research,141298,Senior,Full-time,In-person,M
59,Research Engineer,Data Science and Research,115607,Senior,Full-time,In-person,M
60,Data Analyst,Data Analysis,100000,Entry-level,Full-time,In-person,M
61,Data Analyst,Data Analysis,75000,Entry-level,Full-time,In-person,M
62,Research Scientist,Data Science and Research,287500,Senior,Full-time,In-person,M
63,Research Scientist,Data Science and Research,156000,Senior,Full-time,In-person,M
64,Data Analyst,Data Analysis,90000,Mid-level,Full-time,Remote,M
65,Data Analyst,Data Analysis,70000,Mid-level,Full-time,Remote,M
66,Data Engineer,Data Engineering,199000,Senior,Full-time,In-person,M
67,Data Engineer,Data Engineering,162000,Senior,Full-time,In-person,M
68,Data Engineer,Data Engineering,170884,Mid-level,Full-time,Remote,M
69,Data Engineer,Data Engineering,113923,Mid-level,Full-time,Remote,M
70,Data Engineer,Data Engineering,184000,Mid-level,Full-time,In-person,M
71,Data Engineer,Data Engineering,123000,Mid-level,Full-time,In-person,M
72,Data Scientist,Data Science and Research,235750,Senior,Full-time,In-person,M
73,Data Scientist,Data Science and Research,174250,Senior,Full-time,In-person,M
74,Research Scientist,Data Science and Research,165000,Mid-level,Full-time,Remote,M
75,Research Scientist,Data Science and Research,118800,Mid-level,Full-time,Remote,M
76,Data Engineer,Data Engineering,225000,Senior,Full-time,Remote,M
77,Data Engineer,Data Engineering,150000,Senior,Full-time,Remote,M
78,Machine Learning Engineer,Machine Learning and AI,213900,Mid-level,Full-time,In-person,M
79,Machine Learning Engineer,Machine Learning and AI,116800,Mid-level,Full-time,In-person,M
80,Data Scientist,Data Science and Research,220000,Senior,Full-time,Remote,M
81,Data Scientist,Data Science and Research,150000,Senior,Full-time,Remote,M
82,Data Scientist,Data Science and Research,150000,Mid-level,Full-time,In-person,M
83,Data Scientist,Data Science and Research,100000,Mid-level,Full-time,In-person,M
84,Machine Learning Engineer,Machine Learning and AI,247500,Mid-level,Full-time,In-person,M
85,Machine Learning Engineer,Machine Learning and AI,172200,Mid-level,Full-time,In-person,M
86,Data Engineer,Data Engineering,155000,Mid-level,Full-time,In-person,M
87,Data Engineer,Data Engineering,120000,Mid-level,Full-time,In-person,M
88,Data Engineer,Data Engineering,226700,Senior,Full-time,In-person,M
89,Data Engineer,Data Engineering,133300,Senior,Full-time,In-person,M
90,Data Engineer,Data Engineering,184000,Senior,Full-time,In-person,M
91,Data Engineer,Data Engineering,123000,Senior,Full-time,In-person,M
92,Data Scientist,Data Science and Research,130000,Senior,Full-time,In-person,M
93,Data Scientist,Data Science and Research,117000,Senior,Full-time,In-person,M
94,Data Science Engineer,Data Science and Research,160000,Senior,Full-time,Remote,M
95,Data Science Engineer,Data Science and Research,140000,Senior,Full-time,Remote,M
96,Data Scientist,Data Science and Research,166000,Mid-level,Full-time,In-person,M
97,Data Scientist,Data Science and Research,73000,Mid-level,Full-time,In-person,M
98,Data Scientist,Data Science and Research,185900,Senior,Full-time,Remote,M
99,Data Scientist,Data Science and Research,129300,Senior,Full-time,Remote,M
100,Data Engineer,Data Engineering,130000,Mid-level,Full-time,In-person,M
101,Data Engineer,Data Engineering,104000,Mid-level,Full-time,In-person,M
102,Data Engineer,Data Engineering,143000,Senior,Full-time,Remote,M
103,Data Engineer,Data Engineering,116000,Senior,Full-time,Remote,M
104,Research Scientist,Data Science and Research,165000,Mid-level,Full-time,Remote,M
105,Research Scientist,Data Science and Research,118800,Mid-level,Full-time,Remote,M
106,Research Scientist,Data Science and Research,220000,Mid-level,Full-time,In-person,M
107,Research Scientist,Data Science and Research,180000,Mid-level,Full-time,In-person,M
108,Data Engineer,Data Engineering,184000,Mid-level,Full-time,In-person,M
109,Data Engineer,Data Engineering,123000,Mid-level,Full-time,In-person,M
110,Data Engineer,Data Engineering,215000,Senior,Full-time,In-person,M
111,Data Engineer,Data Engineering,200000,Senior,Full-time,In-person,M
112,Data Scientist,Data Science and Research,253000,Mid-level,Full-time,In-person,M
113,Data Scientist,Data Science and Research,131000,Mid-level,Full-time,In-person,M
114,Machine Learning Engineer,Machine Learning and AI,220000,Senior,Full-time,In-person,M
115,Machine Learning Engineer,Machine Learning and AI,176000,Senior,Full-time,In-person,M
116,Data Scientist,Data Science and Research,210000,Senior,Full-time,In-person,M
117,Data Scientist,Data Science and Research,147000,Senior,Full-time,In-person,M
118,Data Product Manager,Leadership and Management,186000,Mid-level,Full-time,In-person,M
119,Data Product Manager,Leadership and Management,161000,Mid-level,Full-time,In-person,M
120,Machine Learning Engineer,Machine Learning and AI,205000,Senior,Full-time,In-person,M
121,Machine Learning Engineer,Machine Learning and AI,152000,Senior,Full-time,In-person,M
122,Machine Learning Engineer,Machine Learning and AI,205000,Senior,Full-time,In-person,M
123,Machine Learning Engineer,Machine Learning and AI,152000,Senior,Full-time,In-person,M
124,Data Analyst,Data Analysis,137000,Senior,Full-time,Remote,M
125,Data Analyst,Data Analysis,110000,Senior,Full-time,Remote,M
126,Data Scientist,Data Science and Research,172000,Senior,Full-time,Remote,M
127,Data Scientist,Data Science and Research,146000,Senior,Full-time,Remote,M
128,Data Engineer,Data Engineering,148000,Mid-level,Full-time,In-person,M
129,Data Engineer,Data Engineering,99000,Mid-level,Full-time,In-person,M
130,Data Scientist,Data Science and Research,150000,Senior,Full-time,In-person,M
131,Data Scientist,Data Science and Research,130000,Senior,Full-time,In-person,M
132,Data Analyst,Data Analysis,105000,Entry-level,Full-time,In-person,M
133,Data Engineer,Data Engineering,99000,Senior,Full-time,In-person,M
134,Data Engineer,Data Engineering,52500,Senior,Full-time,In-person,M
135,Machine Learning Scientist,Machine Learning and AI,180514,Senior,Full-time,Remote,M
136,Machine Learning Scientist,Machine Learning and AI,108308,Senior,Full-time,Remote,M
137,Machine Learning Engineer,Machine Learning and AI,210000,Senior,Full-time,In-person,M
138,Machine Learning Engineer,Machine Learning and AI,147000,Senior,Full-time,In-person,M
139,Data Engineer,Data Engineering,290300,Senior,Full-time,In-person,M
140,Data Engineer,Data Engineering,196685,Senior,Full-time,In-person,M
141,AI Engineer,Machine Learning and AI,220000,Senior,Full-time,In-person,M
142,AI Engineer,Machine Learning and AI,176000,Senior,Full-time,In-person,M
143,Machine Learning Engineer,Machine Learning and AI,175000,Mid-level,Full-time,In-person,M
144,Machine Learning Engineer,Machine Learning and AI,130000,Mid-level,Full-time,In-person,M
145,Data Architect,Data Architecture and Modeling,185000,Senior,Full-time,In-person,M
146,Data Architect,Data Architecture and Modeling,150000,Senior,Full-time,In-person,M
147,Data Engineer,Data Engineering,145000,Senior,Full-time,In-person,M
148,Data Engineer,Data Engineering,115000,Senior,Full-time,In-person,M
149,MLOps Engineer,Machine Learning and AI,133000,Entry-level,Full-time,In-person,M
150,MLOps Engineer,Machine Learning and AI,58300,Entry-level,Full-time,In-person,M
151,Analytics Engineer,Leadership and Management,115000,Senior,Full-time,In-person,M
152,Analytics Engineer,Leadership and Management,95000,Senior,Full-time,In-person,M
153,Data Engineer,Data Engineering,230300,Senior,Full-time,In-person,M
154,Data Engineer,Data Engineering,140000,Senior,Full-time,In-person,M
155,Data Scientist,Data Science and Research,224800,Senior,Full-time,In-person,M
156,Data Scientist,Data Science and Research,131100,Senior,Full-time,In-person,M
157,Data Scientist,Data Science and Research,258000,Senior,Full-time,In-person,M
158,Data Scientist,Data Science and Research,171000,Senior,Full-time,In-person,M
159,Data Engineer,Data Engineering,196000,Senior,Full-time,In-person,M
160,Data Engineer,Data Engineering,121000,Senior,Full-time,In-person,M
161,Data Engineer,Data Engineering,195800,Senior,Full-time,In-person,M
162,Data Engineer,Data Engineering,171500,Senior,Full-time,In-person,M
163,Data Modeler,Data Architecture and Modeling,166000,Mid-level,Full-time,In-person,M
164,Data Modeler,Data Architecture and Modeling,73100,Mid-level,Full-time,In-person,M
165,Data Scientist,Data Science and Research,220000,Mid-level,Full-time,In-person,M
166,Data Scientist,Data Science and Research,160000,Mid-level,Full-time,In-person,M
167,Data Scientist,Data Science and Research,85000,Entry-level,Full-time,In-person,M
168,Data Scientist,Data Science and Research,65000,Entry-level,Full-time,In-person,M
169,Machine Learning Engineer,Machine Learning and AI,220000,Mid-level,Full-time,In-person,M
170,Machine Learning Engineer,Machine Learning and AI,100000,Mid-level,Full-time,In-person,M
171,Data Scientist,Data Science and Research,185000,Senior,Full-time,In-person,M
172,Data Scientist,Data Science and Research,152000,Senior,Full-time,In-person,M
173,Machine Learning Engineer,Machine Learning and AI,220000,Mid-level,Full-time,In-person,M
174,Machine Learning Engineer,Machine Learning and AI,100000,Mid-level,Full-time,In-person,M
175,Machine Learning Engineer,Machine Learning and AI,220000,Mid-level,Full-time,In-person,M
176,Machine Learning Engineer,Machine Learning and AI,100000,Mid-level,Full-time,In-person,M
177,Machine Learning Engineer,Machine Learning and AI,220000,Mid-level,Full-time,In-person,M
178,Machine Learning Engineer,Machine Learning and AI,100000,Mid-level,Full-time,In-person,M
179,Research Engineer,Data Science and Research,220000,Mid-level,Full-time,In-person,M
180,Research Engineer,Data Science and Research,100000,Mid-level,Full-time,In-person,M
181,Data Scientist,Data Science and Research,150200,Senior,Full-time,In-person,M
182,Data Scientist,Data Science and Research,71000,Senior,Full-time,In-person,M
183,Data Engineer,Data Engineering,167200,Senior,Full-time,In-person,M
184,Data Engineer,Data Engineering,121000,Senior,Full-time,In-person,M
185,Data Engineer,Data Engineering,133000,Senior,Full-time,In-person,M
186,Data Engineer,Data Engineering,58400,Senior,Full-time,In-person,M
187,Data Scientist,Data Science and Research,135000,Mid-level,Full-time,In-person,M
188,Data Scientist,Data Science and Research,110000,Mid-level,Full-time,In-person,M
189,Data Scientist,Data Science and Research,187415,Senior,Full-time,In-person,M
190,Data Scientist,Data Science and Research,114080,Senior,Full-time,In-person,M
191,Data Scientist,Data Science and Research,187415,Senior,Full-time,In-person,M
192,Data Scientist,Data Science and Research,114080,Senior,Full-time,In-person,M
193,Data Engineer,Data Engineering,166000,Mid-level,Full-time,In-person,M
194,Data Engineer,Data Engineering,73100,Mid-level,Full-time,In-person,M
195,Data Scientist,Data Science and Research,187415,Senior,Full-time,In-person,M
196,Data Scientist,Data Science and Research,114080,Senior,Full-time,In-person,M
197,Data Analyst,Data Analysis,165000,Senior,Full-time,Remote,M
198,Data Analyst,Data Analysis,140000,Senior,Full-time,Remote,M
199,Analytics Engineer,Leadership and Management,150000,Mid-level,Full-time,Remote,M
200,Data Analyst,Data Analysis,167000,Mid-level,Full-time,In-person,M
201,Data Analyst,Data Analysis,121000,Mid-level,Full-time,In-person,M
202,Business Intelligence Engineer,BI and Visualization,185000,Mid-level,Full-time,In-person,L
203,Business Intelligence Engineer,BI and Visualization,79600,Mid-level,Full-time,In-person,L
204,Data Scientist,Data Science and Research,190200,Senior,Full-time,In-person,M
205,Data Scientist,Data Science and Research,95100,Senior,Full-time,In-person,M
206,Data Analyst,Data Analysis,133000,Entry-level,Full-time,In-person,M
207,Data Analyst,Data Analysis,58400,Entry-level,Full-time,In-person,M
208,Data Engineer,Data Engineering,90000,Mid-level,Full-time,Remote,M
209,Data Engineer,Data Engineering,70000,Mid-level,Full-time,Remote,M
210,Data Scientist,Data Science and Research,166000,Mid-level,Full-time,In-person,M
211,Data Scientist,Data Science and Research,73100,Mid-level,Full-time,In-person,M
212,Data Engineer,Data Engineering,135000,Senior,Full-time,In-person,M
213,Data Engineer,Data Engineering,100000,Senior,Full-time,In-person,M
214,Machine Learning Engineer,Machine Learning and AI,294000,Senior,Full-time,In-person,M
215,Machine Learning Engineer,Machine Learning and AI,192000,Senior,Full-time,In-person,M
216,Machine Learning Engineer,Machine Learning and AI,266000,Senior,Full-time,In-person,M
217,Machine Learning Engineer,Machine Learning and AI,167000,Senior,Full-time,In-person,M
218,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Full-time,Remote,M
219,Machine Learning Engineer,Machine Learning and AI,150000,Senior,Full-time,Remote,M
220,Data Analyst,Data Analysis,163800,Entry-level,Full-time,Remote,M
221,Data Analyst,Data Analysis,88200,Entry-level,Full-time,Remote,M
222,Data Analyst,Data Analysis,180400,Senior,Full-time,In-person,M
223,Data Analyst,Data Analysis,138800,Senior,Full-time,In-person,M
224,Machine Learning Engineer,Machine Learning and AI,319000,Senior,Full-time,Remote,M
225,Machine Learning Engineer,Machine Learning and AI,206000,Senior,Full-time,Remote,M
226,Data Scientist,Data Science and Research,215000,Senior,Full-time,In-person,M
227,Data Scientist,Data Science and Research,142000,Senior,Full-time,In-person,M
228,Data Scientist,Data Science and Research,266000,Senior,Full-time,In-person,M
229,Data Scientist,Data Science and Research,167000,Senior,Full-time,In-person,M
230,Data Analyst,Data Analysis,140130,Senior,Full-time,In-person,M
231,Data Analyst,Data Analysis,84870,Senior,Full-time,In-person,M
232,Data Engineer,Data Engineering,178300,Mid-level,Full-time,In-person,M
233,Data Engineer,Data Engineering,105400,Mid-level,Full-time,In-person,M
234,Applied Scientist,Data Science and Research,222200,Mid-level,Full-time,In-person,L
235,Applied Scientist,Data Science and Research,136000,Mid-level,Full-time,In-person,L
236,Machine Learning Engineer,Machine Learning and AI,215000,Senior,Full-time,In-person,M
237,Machine Learning Engineer,Machine Learning and AI,142000,Senior,Full-time,In-person,M
238,Research Scientist,Data Science and Research,240000,Senior,Full-time,Remote,M
239,Research Scientist,Data Science and Research,210000,Senior,Full-time,Remote,M
240,Data Engineer,Data Engineering,122000,Senior,Full-time,In-person,M
241,Data Engineer,Data Engineering,94500,Senior,Full-time,In-person,M
242,Data Engineer,Data Engineering,150000,Mid-level,Full-time,In-person,M
243,Data Science Consultant,Data Science and Research,116000,Senior,Full-time,In-person,M
244,Data Science Consultant,Data Science and Research,90000,Senior,Full-time,In-person,M
245,Data Science Consultant,Data Science and Research,145000,Senior,Full-time,In-person,M
246,Data Science Consultant,Data Science and Research,128000,Senior,Full-time,In-person,M
247,Data Engineer,Data Engineering,154000,Senior,Full-time,Remote,M
248,Data Engineer,Data Engineering,126000,Senior,Full-time,Remote,M
249,Machine Learning Scientist,Machine Learning and AI,240000,Senior,Full-time,In-person,M
250,Machine Learning Scientist,Machine Learning and AI,157250,Senior,Full-time,In-person,M
251,Data Engineer,Data Engineering,219650,Executive,Full-time,Remote,M
252,Data Engineer,Data Engineering,136000,Executive,Full-time,Remote,M
253,Data Scientist,Data Science and Research,150000,Senior,Full-time,In-person,M
254,Machine Learning Engineer,Machine Learning and AI,180000,Mid-level,Full-time,Remote,M
255,Machine Learning Engineer,Machine Learning and AI,125000,Mid-level,Full-time,Remote,M
256,Data Scientist,Data Science and Research,247600,Senior,Full-time,In-person,L
257,Data Scientist,Data Science and Research,127300,Senior,Full-time,In-person,L
258,Data Scientist,Data Science and Research,60000,Mid-level,Full-time,In-person,M
259,Data Scientist,Data Science and Research,55000,Mid-level,Full-time,In-person,M
260,Data Engineer,Data Engineering,250000,Mid-level,Full-time,In-person,M
261,Data Engineer,Data Engineering,125000,Mid-level,Full-time,In-person,M
262,Machine Learning Engineer,Machine Learning and AI,190000,Senior,Full-time,Remote,M
263,Machine Learning Engineer,Machine Learning and AI,170000,Senior,Full-time,Remote,M
264,Data Scientist,Data Science and Research,202600,Senior,Full-time,Remote,M
265,Data Scientist,Data Science and Research,168800,Senior,Full-time,Remote,M
266,Data Engineer,Data Engineering,132000,Mid-level,Full-time,Remote,M
267,Data Engineer,Data Engineering,111000,Mid-level,Full-time,Remote,M
268,Data Scientist,Data Science and Research,203000,Senior,Full-time,Remote,M
269,Data Scientist,Data Science and Research,127000,Senior,Full-time,Remote,M
270,Business Intelligence Analyst,BI and Visualization,125009,Mid-level,Full-time,Remote,M
271,Business Intelligence Analyst,BI and Visualization,83339,Mid-level,Full-time,Remote,M
272,Data Analyst,Data Analysis,112200,Senior,Full-time,Remote,M
273,Data Analyst,Data Analysis,91800,Senior,Full-time,Remote,M
274,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Full-time,In-person,M
275,Machine Learning Engineer,Machine Learning and AI,160000,Senior,Full-time,In-person,M
276,Data Architect,Data Architecture and Modeling,185000,Senior,Full-time,In-person,M
277,Data Architect,Data Architecture and Modeling,150000,Senior,Full-time,In-person,M
278,Data Engineer,Data Engineering,160000,Mid-level,Full-time,In-person,M
279,Data Engineer,Data Engineering,130000,Mid-level,Full-time,In-person,M
280,Data Engineer,Data Engineering,145000,Senior,Full-time,In-person,M
281,Data Engineer,Data Engineering,115000,Senior,Full-time,In-person,M
282,Data Scientist,Data Science and Research,133000,Entry-level,Part-time,In-person,M
283,Data Scientist,Data Science and Research,58300,Entry-level,Part-time,In-person,M
284,Data Engineer,Data Engineering,254000,Senior,Full-time,In-person,M
285,Data Engineer,Data Engineering,159000,Senior,Full-time,In-person,M
286,Data Engineer,Data Engineering,170000,Senior,Full-time,In-person,M
287,Data Engineer,Data Engineering,85000,Senior,Full-time,In-person,M
288,Data Scientist,Data Science and Research,130500,Mid-level,Full-time,In-person,M
289,Data Scientist,Data Science and Research,116000,Mid-level,Full-time,In-person,M
290,Research Analyst,Data Science and Research,81400,Entry-level,Full-time,Remote,M
291,Research Analyst,Data Science and Research,43500,Entry-level,Full-time,Remote,M
292,Data Engineer,Data Engineering,169000,Mid-level,Full-time,In-person,M
293,Data Engineer,Data Engineering,92000,Mid-level,Full-time,In-person,M
294,Data Analyst,Data Analysis,166000,Senior,Full-time,In-person,M
295,Data Analyst,Data Analysis,73100,Senior,Full-time,In-person,M
296,Research Scientist,Data Science and Research,190000,Senior,Full-time,In-person,M
297,Research Scientist,Data Science and Research,165000,Senior,Full-time,In-person,M
298,Machine Learning Engineer,Machine Learning and AI,305600,Senior,Full-time,In-person,M
299,Machine Learning Engineer,Machine Learning and AI,146600,Senior,Full-time,In-person,M
300,Data Analyst,Data Analysis,150000,Senior,Full-time,In-person,M
301,Data Analyst,Data Analysis,120000,Senior,Full-time,In-person,M
302,Data Engineer,Data Engineering,275000,Senior,Full-time,In-person,M
303,Data Engineer,Data Engineering,146400,Senior,Full-time,In-person,M
304,Data Scientist,Data Science and Research,208500,Senior,Full-time,In-person,M
305,Data Scientist,Data Science and Research,165000,Senior,Full-time,In-person,M
306,Data Scientist,Data Science and Research,258700,Senior,Full-time,In-person,M
307,Data Scientist,Data Science and Research,172500,Senior,Full-time,In-person,M
308,Data Engineer,Data Engineering,150000,Mid-level,Full-time,In-person,M
309,Data Engineer,Data Engineering,130000,Mid-level,Full-time,In-person,M
310,Data Engineer,Data Engineering,185000,Senior,Full-time,Remote,M
311,Data Engineer,Data Engineering,150000,Senior,Full-time,Remote,M
312,Data Analyst,Data Analysis,166000,Senior,Full-time,In-person,M
313,Data Analyst,Data Analysis,73100,Senior,Full-time,In-person,M
314,Business Intelligence Analyst,BI and Visualization,198200,Senior,Full-time,In-person,M
315,Business Intelligence Analyst,BI and Visualization,110200,Senior,Full-time,In-person,M
316,Machine Learning Researcher,Machine Learning and AI,166000,Senior,Full-time,In-person,M
317,Machine Learning Researcher,Machine Learning and AI,73100,Senior,Full-time,In-person,M
318,Machine Learning Researcher,Machine Learning and AI,212000,Senior,Full-time,In-person,M
319,Machine Learning Researcher,Machine Learning and AI,93300,Senior,Full-time,In-person,M
320,AI Engineer,Machine Learning and AI,212000,Senior,Full-time,In-person,M
321,AI Engineer,Machine Learning and AI,93300,Senior,Full-time,In-person,M
322,Data Engineer,Data Engineering,166000,Senior,Full-time,In-person,M
323,Data Engineer,Data Engineering,73100,Senior,Full-time,In-person,M
324,Data Engineer,Data Engineering,167100,Mid-level,Full-time,In-person,M
325,Data Engineer,Data Engineering,111400,Mid-level,Full-time,In-person,M
326,Data Engineer,Data Engineering,133000,Senior,Full-time,In-person,M
327,Data Engineer,Data Engineering,58400,Senior,Full-time,In-person,M
328,Data Scientist,Data Science and Research,166000,Entry-level,Full-time,Remote,M
329,Data Scientist,Data Science and Research,73100,Entry-level,Full-time,Remote,M
330,Data Analyst,Data Analysis,170000,Executive,Full-time,In-person,M
331,Data Analyst,Data Analysis,145000,Executive,Full-time,In-person,M
332,Data Scientist,Data Science and Research,212000,Senior,Full-time,In-person,M
333,Data Scientist,Data Science and Research,93300,Senior,Full-time,In-person,M
334,Data Architect,Data Architecture and Modeling,170000,Senior,Full-time,Remote,M
335,Data Architect,Data Architecture and Modeling,135000,Senior,Full-time,Remote,M
336,Data Engineer,Data Engineering,145000,Senior,Full-time,In-person,M
337,Data Engineer,Data Engineering,115000,Senior,Full-time,In-person,M
338,Data Engineer,Data Engineering,139810,Senior,Full-time,In-person,M
339,Data Engineer,Data Engineering,95325,Senior,Full-time,In-person,M
340,Research Scientist,Data Science and Research,278700,Senior,Full-time,In-person,M
341,Research Scientist,Data Science and Research,159300,Senior,Full-time,In-person,M
342,Data Engineer,Data Engineering,247300,Senior,Full-time,Remote,M
343,Data Engineer,Data Engineering,139700,Senior,Full-time,Remote,M
344,Data Scientist,Data Science and Research,188000,Senior,Full-time,Remote,M
345,Data Scientist,Data Science and Research,139000,Senior,Full-time,Remote,M
346,Data Scientist,Data Science and Research,150000,Senior,Full-time,In-person,M
347,Data Engineer,Data Engineering,160000,Senior,Full-time,In-person,M
348,Data Engineer,Data Engineering,94000,Senior,Full-time,In-person,M
349,Data Manager,Leadership and Management,127000,Mid-level,Full-time,Remote,M
350,Data Manager,Leadership and Management,65000,Mid-level,Full-time,Remote,M
351,ML Engineer,Machine Learning and AI,276000,Senior,Full-time,In-person,M
352,ML Engineer,Machine Learning and AI,174000,Senior,Full-time,In-person,M
353,Applied Scientist,Data Science and Research,260000,Senior,Full-time,In-person,L
354,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
355,Analytics Engineer,Leadership and Management,250000,Executive,Full-time,Remote,M
356,Analytics Engineer,Leadership and Management,210000,Executive,Full-time,Remote,M
357,Data Scientist,Data Science and Research,188000,Senior,Full-time,Remote,M
358,Data Scientist,Data Science and Research,139000,Senior,Full-time,Remote,M
359,Machine Learning Engineer,Machine Learning and AI,238000,Senior,Full-time,In-person,M
360,Machine Learning Engineer,Machine Learning and AI,176000,Senior,Full-time,In-person,M
361,Machine Learning Engineer,Machine Learning and AI,204500,Senior,Full-time,In-person,M
362,Machine Learning Engineer,Machine Learning and AI,142200,Senior,Full-time,In-person,M
363,Data Science Director,Data Science and Research,212000,Executive,Full-time,In-person,M
364,Data Science Director,Data Science and Research,190000,Executive,Full-time,In-person,M
365,Research Engineer,Data Science and Research,261500,Senior,Full-time,In-person,L
366,Research Engineer,Data Science and Research,134500,Senior,Full-time,In-person,L
367,Data Architect,Data Architecture and Modeling,239000,Senior,Full-time,In-person,L
368,Data Architect,Data Architecture and Modeling,122900,Senior,Full-time,In-person,L
369,Analytics Engineer,Leadership and Management,115000,Senior,Full-time,In-person,M
370,Analytics Engineer,Leadership and Management,95000,Senior,Full-time,In-person,M
371,ML Engineer,Machine Learning and AI,331640,Senior,Full-time,In-person,M
372,ML Engineer,Machine Learning and AI,267720,Senior,Full-time,In-person,M
373,Data Engineer,Data Engineering,180000,Senior,Full-time,In-person,M
374,Data Engineer,Data Engineering,90000,Senior,Full-time,In-person,M
375,Data Analyst,Data Analysis,83000,Mid-level,Full-time,Remote,M
376,Data Analyst,Data Analysis,66000,Mid-level,Full-time,Remote,M
377,Data Scientist,Data Science and Research,224250,Senior,Full-time,In-person,M
378,Data Scientist,Data Science and Research,121550,Senior,Full-time,In-person,M
379,Data Scientist,Data Science and Research,166000,Mid-level,Full-time,In-person,M
