,job_title,job_category,salary,experience_level,employment_type,work_setting,company_size
7587,Data Specialist,Data Management and Strategy,70000,Senior,Full-time,Remote,M
7588,Data Analyst,Data Analysis,113000,Mid-level,Full-time,In-person,L
7589,Data Scientist,Data Science and Research,170000,Senior,Full-time,Remote,M
7590,Data Scientist,Data Science and Research,130000,Senior,Full-time,Remote,M
7591,Data Analytics Consultant,Leadership and Management,113000,Mid-level,Full-time,Remote,L
7592,Product Data Analyst,Data Analysis,140000,Mid-level,Full-time,Remote,M
7593,Data Scientist,Data Science and Research,175000,Senior,Full-time,In-person,M
7594,Data Scientist,Data Science and Research,140000,Senior,Full-time,In-person,M
7595,Analytics Engineer,Leadership and Management,250000,Senior,Full-time,In-person,M
7596,Analytics Engineer,Leadership and Management,63000,Senior,Full-time,In-person,M
7597,Data Scientist,Data Science and Research,160000,Senior,Full-time,In-person,L
7598,Data Scientist,Data Science and Research,119300,Senior,Full-time,In-person,L
7599,Research Scientist,Data Science and Research,145000,Mid-level,Full-time,Hybrid,L
7600,Data Engineer,Data Engineering,105000,Senior,Full-time,In-person,M
7601,Data Engineer,Data Engineering,90000,Senior,Full-time,In-person,M
7602,ETL Developer,Data Engineering,146200,Senior,Full-time,Remote,M
7603,ETL Developer,Data Engineering,124270,Senior,Full-time,Remote,M
7604,Data Scientist,Data Science and Research,225000,Mid-level,Full-time,In-person,M
7605,Data Scientist,Data Science and Research,160000,Mid-level,Full-time,In-person,M
7606,Analytics Engineer,Leadership and Management,245000,Senior,Full-time,In-person,M
7607,Analytics Engineer,Leadership and Management,180000,Senior,Full-time,In-person,M
7608,Analytics Engineer,Leadership and Management,203500,Senior,Full-time,In-person,M
7609,Analytics Engineer,Leadership and Management,152000,Senior,Full-time,In-person,M
7610,Data Engineer,Data Engineering,250000,Senior,Full-time,In-person,M
7611,Data Engineer,Data Engineering,63000,Senior,Full-time,In-person,M
7612,Machine Learning Infrastructure Engineer,Machine Learning and AI,186000,Senior,Full-time,Remote,M
7613,Machine Learning Infrastructure Engineer,Machine Learning and AI,148800,Senior,Full-time,Remote,M
7614,Data Scientist,Data Science and Research,82000,Entry-level,Full-time,In-person,L
7615,Applied Machine Learning Scientist,Machine Learning and AI,173000,Mid-level,Full-time,Hybrid,M
7616,Data Scientist,Data Science and Research,203500,Senior,Full-time,In-person,M
7617,Data Scientist,Data Science and Research,152000,Senior,Full-time,In-person,M
7618,Machine Learning Engineer,Machine Learning and AI,186000,Senior,Full-time,Remote,M
7619,Machine Learning Engineer,Machine Learning and AI,148800,Senior,Full-time,Remote,M
7620,Data Science Manager,Data Science and Research,158000,Mid-level,Full-time,Remote,M
7621,Data Science Manager,Data Science and Research,134000,Mid-level,Full-time,Remote,M
7622,Data Scientist,Data Science and Research,170000,Senior,Full-time,Remote,M
7623,Data Scientist,Data Science and Research,120000,Senior,Full-time,Remote,M
7624,Analytics Engineer,Leadership and Management,200000,Executive,Full-time,Remote,M
7625,Analytics Engineer,Leadership and Management,150000,Executive,Full-time,Remote,M
7626,Data Analyst,Data Analysis,216200,Senior,Full-time,In-person,M
7627,Data Analyst,Data Analysis,144100,Senior,Full-time,In-person,M
7628,ETL Developer,Data Engineering,250000,Senior,Full-time,In-person,M
7629,ETL Developer,Data Engineering,63000,Senior,Full-time,In-person,M
7630,Data Engineer,Data Engineering,135000,Senior,Full-time,Remote,M
7631,Data Engineer,Data Engineering,85000,Senior,Full-time,Remote,M
7632,Machine Learning Engineer,Machine Learning and AI,135000,Senior,Full-time,Remote,M
7633,Machine Learning Engineer,Machine Learning and AI,85000,Senior,Full-time,Remote,M
7634,Data Science Manager,Data Science and Research,206000,Senior,Full-time,Remote,M
7635,Data Science Manager,Data Science and Research,175100,Senior,Full-time,Remote,M
7636,Machine Learning Engineer,Machine Learning and AI,189650,Senior,Full-time,In-person,M
7637,Machine Learning Engineer,Machine Learning and AI,164996,Senior,Full-time,In-person,M
7638,Data Architect,Data Architecture and Modeling,149040,Senior,Full-time,Remote,M
7639,Data Architect,Data Architecture and Modeling,113900,Senior,Full-time,Remote,M
7640,Data Engineer,Data Engineering,154000,Senior,Full-time,Remote,M
7641,Data Engineer,Data Engineering,126000,Senior,Full-time,Remote,M
7642,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Full-time,Remote,L
7643,Machine Learning Engineer,Machine Learning and AI,150000,Senior,Full-time,Remote,L
7644,Data Engineer,Data Engineering,195700,Senior,Full-time,In-person,M
7645,Data Engineer,Data Engineering,130500,Senior,Full-time,In-person,M
7646,Analytics Engineer,Leadership and Management,170000,Senior,Full-time,Remote,M
7647,Analytics Engineer,Leadership and Management,135000,Senior,Full-time,Remote,M
7648,Data Analyst,Data Analysis,117000,Senior,Full-time,Remote,M
